,reviews,ratings,days,options,buyer_categorys,유통기한,포장,맛 만족도
113,"고기먹을때 아주맛있어요 
아삭아삭하고 많이 짜지 않아서좋아요 
한번 먹어보고 재주문입니다~~ 
가격대비 양은작아요ㅜㅜ 많이 많이 주세요",5,2024.02.15.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
114,괜찮아요 만족합니다 번창하세요,5,2024.02.14.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
115,간편하고 맛도 너무좋아요~^^,5,2024.02.14.,구매자거주인원 3인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인대가족,아주 넉넉해요,꼼꼼해요,맛있어요
116,새콤 아삭 맛있네요,5,2024.02.14.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
117,친정부모님이 맛있게드셔서  두번째구입했어요 빠른배송감사해요,5,2024.02.14.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
118,단양여행가서 구입했는데 맛있어서 택배시켰어요,5,2024.02.14.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
119,"작년 가을에 단양 구경갔다가 시장에서 먹어보고 사서 왔어요~ 아이가 자꾸 먹고싶다고 해서 명함까지 찾아서 주문했네요 ^^ 
넉넉히 주문해서 김밥이나 주먹밥에도 활용하려구요^^",5,2024.02.14.,구매자거주인원 4인유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 4인,꽤 남았어요,적당해요,맛있어요
120,맛있게 먹고 있어요. 포장 아주 잘되어있어 파손없이 잘 받았습니다. 뚜껑이 밀폐가 아니라 한번 열면 다른 용기에 담아 두어야해서 다소 아쉽지만...가족들 모두 아삭하며 맛있다고 잘 먹고있어요.,4,2024.02.14.,구매자거주인원 4인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,아주 넉넉해요,꼼꼼해요,맛있어요
121,"약간 새콤한맛이 일품입니다
개운하게 즐길수 있을듯",5,2024.02.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
122,맛있어요~ 식감 좋구요.. 재구매 의사 있습니다~,5,2024.02.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
123,항상 맛있게잘먹고있는 유리네입니다. 다른데서도 궁채장아찌 사먹어봤는데 비교할수없는맛입니다,5,2024.02.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
124,"장아찌로 그냥먹어도 맛나구요.
살짝양념해서 김밥에 넣어도 식감좋고 
맛있어요~
자주 애용하는 집입니다~^^",5,2024.02.12.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
125,잘 먹고 있습니다. 입맛을 돋우는 아삭한 맛이 일품이예요ㆍ맛있게 먹고 재주문하겠습니다.,5,2024.02.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
126,주문하고 하루만에 배송되어서 설연휴때 가족들과 맛있게 먹을 수 있어서  좋네요,5,2024.02.11.,유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요,,아주 넉넉해요,적당해요,맛있어요
127,궁체의 꼬들감이 너무 좋아요,4,2024.02.10.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
128,만족합니다 ~~~~,4,2024.02.10.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
129,짜지않고 아삭아삭 좋아요,5,2024.02.09.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
130,새콤해서 입맛이 돌아요.,5,2024.02.09.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
131,포장상태엉망 귀찮아서 그냥먹습니다,2,2024.02.09.,맛 만족도평범해요유통기한꽤 남았어요포장별로예요,,평범해요,꽤 남았어요,별로예요
132,마싯어요머싯어요머깃어요머것어요,5,2024.02.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
133,어머니께서 많이 좋아하십니다,5,2024.02.07.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
134,"맛있어요
먹어본것중에 제일맛나요
너무달지않아좋은듯~~",4,2024.02.07.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
135,재구매해서 먹어요 맛있어요,5,2024.02.06.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
136,맛은  예전에  시켜보고 넘  만족했습니다.  이번  설에   차례음식먹고  느끼할때  새콤달콤오도독  입가심 반찬으로  먹으려고  시켰습니다.시댁어른들도  드시라고  두팩씩  시켰어요.어른들 드리기에  부끄럽지 않게 포장도 꼼꼼하고  유통기한 표기까지   좋으네요. 많이  파시구요  건강하세요^^,5,2024.02.06.,구매자거주인원 4인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요
137,맛있은 괜찮아요 포장은 엉망이네요,4,2024.02.06.,유통기한꽤 남았어요포장별로예요맛 만족도맛있어요,,꽤 남았어요,별로예요,맛있어요
138,"너무 맛있네요 2번째 주문이였습니다.
감사합니다.",5,2024.02.06.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
139,너무 좋아하는 음식인데 인터넷에서 판매하는줄 몰랐어요 오자마자 개봉해서 허겁지겁 반정도 먹은거 같아요 식감도 맛도 최고였어요,5,2024.02.06.,구매자거주인원 4인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,아주 넉넉해요,꼼꼼해요,맛있어요
140,추천합니다 맛있어요 여러번 구매했어요,5,2024.02.05.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
141,가끔 주문해먹는 제품이에요 장아찌중에 제일 맛있어요 입안이 깔끔해져요,5,2024.02.05.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
142,"초석잠은 자주 접했는데,
초석잠 구매하면서 보니 궁채맛집이라고 해서
궁채가 뭔지도 모르고 시켰는데, 식감이 너무 좋고
맛도 좋아요. 저는 싱겁게 먹는 편이라
30분정도 물에 담궜다 먹으니 딱이네요 추천해요 ",5,2024.02.05.,구매자거주인원 1인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인싱글,아주 넉넉해요,꼼꼼해요,맛있어요
143,아삭해서 구매했습니다 맛있는데 새콤달콤함이 좀 제입맛에는 강한거같아요,4,2024.02.04.,구매자거주인원 4인신혼/부부유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인신혼/부부,꽤 남았어요,꼼꼼해요,맛있어요
144,"한식집이나 일식집에서 가끔 나올때마다 맛있어서 언젠가 만들어먹어야지 생각만했었는데 만들려고하니 또 귀차니즘이... 맛있다는 후기가 많아서 3통 주문해서 한동안 김치처럼 두고두고 먹을생각하고 한통반은 장아찌로 나머지 한통반은 오이지무침처럼 간장 꼭 짜서 무쳤는데 오독오독 너무 맛있어요ㅜ-ㅜ
생각보다 맛있어서 부모님 집에도 반씩 덜어서 보내드렸더니 움 열흘 정도면 다먹을것같아서
또 추가주문 예정입니다^-^
무침하느라 남은 간장은 만능간장처럼 병에담아서 요리할때 사용하려구요 궁채장아찌♡-♡",5,2024.02.04.,구매자거주인원 1인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인싱글,아주 넉넉해요,꼼꼼해요,맛있어요
145,언제 먹어도 맛있지만 고기랑 먹을 때 제일 상큼하게 맛있어요.,5,2024.02.03.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
146,"오독오독 아삭아삭 식감이 재밌어요
맛 또한 짜지않고 맛있습니다",5,2024.02.03.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
147,어느새 다먹고 다시 주문했어요 배송도 빠르고 오자마자 고기와 먹었구요 아삭하니 좋네요 고기와 궁합이 맞네요 다먹으면 다시 주문들어갑니다,5,2024.02.03.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요
148,조으네요조으네요조으,5,2024.02.03.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
149,괜찮아요 식감이 좋아요,4,2024.02.02.,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요,,평범해요,아주 넉넉해요,꼼꼼해요
150,맛이 상큼하고 신선합니다.,5,2024.02.02.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
151,배송도빠르고 새콤달콤 맛있어요,5,2024.02.02.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
152,안전도착! 아주맛있어용^^재 주문입니당,5,2024.02.02.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
153,"명이, 무, 궁채시켰었는데 궁채가 젤 맛있고 식감도 좋아요~!",5,2024.02.02.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
154,아삭아삭  사각사각 맛있습니다,5,2024.02.02.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
155,맛있게 잘 먹었습니다.,4,2024.02.01.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
156,배송 빠르고 좋아요,5,2024.01.31.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
157,장아찌류 좋아해서 시켜 봤어요 신선한 느낌이예요,4,2024.01.31.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
158,간이 세지 않고 맛있어요,5,2024.01.31.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
159,아직 먹기 전이에요. 꼼꼼한 포장 마음에 들어요.,5,2024.01.30.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
160,"고깃집서 먹어보고 맛있어서 검색해서 샀어요!!
부모님도 맛나다고 고기랑 맛나게 드셨답니다!!",5,2024.01.30.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
161,중국산이어서  별하나는  뺏어요  아삭아삭하니  식감이 좋아요  개인적으로는  식초맛이 쪼금만 덜햇어도  괜찮을것 같다는~  담근물이  남으면 버리기 아까우니다른  장아찌 만들어  넣어놔도  좋겟쥬.,4,2024.01.30.,구매자거주인원 4인대가족유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,꽤 남았어요,꼼꼼해요,맛있어요
162,장아찌는첨구매해보내요 1kg 2병샀어요  친정엄마랑 한통씩  먹어보구 더구매할려고요  짜지않고맛있네요,5,2024.01.30.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
163,빠른 배송 감사합니다~,5,2024.01.30.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
164,"아삭아삭 심감이 좋아요
감칠맛도 나서 잘 먹었어요",5,2024.01.29.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
165,아삭아삭새콤달콤넘맛이좋아계속땡기는맛,5,2024.01.29.,구매자거주인원 3인대가족맛 만족도맛 없어요유통기한임박상품이에요포장별로예요,구매자거주인원 3인대가족,맛 없어요,임박상품이에요,별로예요
166,김밥이나 주먹밥에 활용도가 좋네요,4,2024.01.28.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
167,"맛있어서 벌써 반틈 넘게 먹었어요 
궁채 식감이 너무 좋아요",5,2024.01.28.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
168,처음 주문 했는데 진짜 맛났어요 ! 아삭아삭 식감이 너무 좋아요 또 주문할게요 :),5,2024.01.28.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
169,늘 사 먹고 있어요 느끼한 음식상에 좋아요,4,2024.01.28.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
170,여기 너므맛있어요 게속 재규매,5,2024.01.28.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
171,"저번에 먹어보고 순삭해서 다시시켰습니다!!
빠르고 안전한 배송 노무좋아요 ",5,2024.01.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
172,아삭아삭 맛나네용 ㅎㅎ,5,2024.01.27.,구매자거주인원 3인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인,아주 넉넉해요,꼼꼼해요,맛있어요
173,짜지 않고 맛있습니다,5,2024.01.27.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
174,오돌오돌씹이는 맛도있고 넘맛있네,5,2024.01.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
175,김밥에 넣어 먹어도 맛있네요.,5,2024.01.26.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
176,궁채 두개는 우리집 하나는 친정에 보냈어요. 재구매 의사 있습니다. 맛있어요.,5,2024.01.26.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
177,아삭하고 맛있어요 ~ 간장맛이 마니 나긴하네요 ~  그래도 맛있어요,5,2024.01.26.,구매자거주인원 4인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요
178,진짜 맛있어요. 식감도 오독오독하니 좋습니다,5,2024.01.26.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
179,"궁채장아찌는 먹어본 사람만 그 미친식감을 알거에요-♡
지인 통해서 한번 먹어보곤 그맛이 그리웟는데 웬지 시골시장은 먹거리 재료가 믿을만하잖아요ㅎ
후기도 괜찮고해서 주문해봣는데,,
넘나 만족스럽네요!!
주문과 동시에 만들어서 밀폐포장까지 완벽해요:)
식감 넘나좋고 무엇보다 장아찌가 짜지않아서 굿굿!!
근데 저는 매운맛을 좋아해서 살짝 매운고추가 가미된 맛이면 정말 좋앗겟다 하는 아쉬움이 있더라구요^^;
재구매 의사 완전 있어욧",5,2024.01.25.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요
180,"이미 다먹은지
오렌지
너무맛있어서
금방먹었어요",5,2024.01.25.,구매자거주인원 4인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,아주 넉넉해요,꼼꼼해요,맛있어요
181,직접가서 먹어보고 샀어요 여러번 재구매 하고 있어요 추천합니다.,4,2024.01.25.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
182,맛도 있고 어르신 선물로 좋아요,5,2024.01.25.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요
183,오자마자 저녁 반찬으로 맛있게 먹었습니다. 보관하기에 양도 적당한 것 같습니다.,5,2024.01.24.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
184,무료배송할려고 3통 주문했어요~ 아삭하니 너무 맛있어요! 저는 매운걸 좋아해서 청양고추좀 썰어넣어보려구요 ㅎㅎ,5,2024.01.24.,구매자거주인원 2인대가족유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 2인대가족,꽤 남았어요,적당해요,맛있어요
185,전에 한번 시켰는데 너무 맛있게 잘 먹어서 이번에 재주문하면서 동생네 것도 하나 주문했어요. 집에 놀러왔을 때 동생도 너무 잘 먹더라구요. 양도 푸짐한데 맛있으면 또 주문하는 게 덩연한 이치죠.,5,2024.01.24.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장별로예요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,별로예요,맛있어요
186,짜지도 않고 그리 달지도 않아서 좋아요 맛있게 잘먹고 있습니다. 다음에 또 주문할게요.,5,2024.01.24.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
187,최고예요 별 다섯개 !,5,2024.01.24.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
188,식감좋아요! 근데 너무너무너무 많이 달아요.. 간장절임이 아니라 설탕절임같아요.. 간은 딱맞습니다.,5,2024.01.23.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
189,너무맛있어서선물도하고잘먹고있어요,5,2024.01.23.,구매자거주인원 1인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인,아주 넉넉해요,꼼꼼해요,맛있어요
190,오독해서 맛있어요 배송도 빠르고,5,2024.01.23.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
191,뭔가 애매해요ㅠ 좀 더 감칠맛이 있었음 좋겠는데 새콤한 맛이 너무 강해요..,4,2024.01.22.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
192,맛있어요. 짜지도 않고 넘 시지도 않네요. 제입맛에 딱이에요. 다먹고 재구매 할 의사 200% 입니다.,5,2024.01.22.,구매자거주인원 4인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인,아주 넉넉해요,꼼꼼해요,맛있어요
193,양념이 조금더 진했으면 좋겠어요  꼬들꼬들하니 맛이 있어요  무장아찌도 그렇고 간이 약한듯합니다,5,2024.01.22.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
194,야간 달긴해도 아삭아삭 식감에 따뜻한 고기한점에 싸먹으면 진짜 맛있습니다.,5,2024.01.22.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
195,오랫만에 다시 주문해서인지 더 깔끔하고 개운한 맛 그대로입니다ㆍ택배 기사분과 문의전화에 응해주신 분 모두 친절히 대응해주셔서 감사드립니다~,4,2024.01.21.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
196,"빠른배송 감사합니다 
파란궁채나물 무침은 먹어봤는데
장아치는 첨 먹어봤네요
오독오독  씹히는식감 간도 딱 맞고 
맛이 아주좋아요
맛나게 잘 먹을게요
감사합니다",5,2024.01.20.,구매자거주인원 3인유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인,꽤 남았어요,꼼꼼해요,맛있어요
197,시감좋고 맛있네요 굿입니다,5,2024.01.20.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
198,맛도 좋고 간도 딱 좋고 한통 사서 먹어보고 설에 가족들 모이면 반찬으로 놓으려고 3통 더 구매 있습니다~^^,5,2024.01.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
199,아삭아삭 아주 맛나요~~,5,2024.01.20.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
200,배송이 너무 빨라서 놀랐어요 상품도 마음에 듭니다 많이파세요,5,2024.01.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
201,맛있어요!! 앞으로 여기서만 구매할께요!!,5,2024.01.19.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
202,장아찌를 몇번 먹고 늘 생각했던건데 이 양념이 그대로 버려지는것이 너무 아까워서  이번에 주문한것 다 먹고 남은 양념에  청양고추랑 마늘 슬라이스 해서 넣어 먹어봤는데 와........ 이건 양념자체가 미쳤어요 너무 맛있습니다,5,2024.01.19.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요
203,재구매 너무너무 있습니다.,5,2024.01.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
204,정말 맛있어요~잘 먹겠습니다,5,2024.01.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
205,궁채 장아찌 오도똑 맛있어요,4,2024.01.18.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
206,"아삭아삭 맛있어요
삼겹살과 함께... 맛 좋아요
소고기하고도 맛 있어요",5,2024.01.18.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
207,"배송 꼼꼼하고 씰링도 뜯기쉽기 잘되어있어요!!
새콤달콤 아주 맛있습니다!!!",5,2024.01.18.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
208,맛있어서 다음에 또 구매할게요,5,2024.01.18.,유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요,,아주 넉넉해요,적당해요,맛있어요
209,잘 받았습니다. 맛있게 먹겠습니다. 많이 많이 판매하세요.,5,2024.01.17.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요
210,맛있습니다 짜지 않아요,5,2024.01.17.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
211,재구매인데 변함없이 맛있네요^^,5,2024.01.17.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
212,여러번 사먹는 중인데 진짜 고기 먹고 먹으면 그렇게 개운할 수가 없어요..3통 샀는데 금방 먹네요..,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
213,"궁채 장아찌 맛있어서 2통 샀어요
맛있게 잘 먹을께요",5,2024.01.16.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
214,너무 맛잇고 식감도 좋아서 매번 재주문하고있습니다,5,2024.01.16.,구매자거주인원 4인영유아 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인영유아 가정,아주 넉넉해요,꼼꼼해요,맛있어요
215,단양구경시장 유리네 수제 궁채장아찌 절임,4,2024.01.16.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
216,"짜지 않고 딱이예요
고기에 곁들이면 너무 좋아여",5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
217,우연히 먹었는데 엄마가 너무 좋아하셔서 또 주문해드렸어요 ㅎㅎㅎ,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
218,너무 맛있어서 재구매합니다,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
219,너무 맛있어서 재구매합니다,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
220,빙초산이 아닌 식초로 만든 제품이라 좋아요,4,2024.01.15.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
221,고기 먹을 때 먹으려고 구매했어요,5,2024.01.14.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
222,"맛도좋고 깔끔한포장도 좋은데
양이 생각보다적어요
물량이많구요",3,2024.01.14.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요
